Sample,Value
1874,38.65946
1875,38.66368
1876,38.66789
1877,38.67210
1878,38.67629
1879,38.68049
1880,38.68467
1881,38.68885
1882,38.69302
1883,38.69719
1884,38.70135
1885,38.70550
1886,38.70965
1887,38.71379
1888,38.71793
1889,38.72205
1890,38.72618
1891,38.73029
1892,38.73440
1893,38.73850
1894,38.74260
1895,38.74669
1896,38.75077
1897,38.75485
1898,38.75892
1899,38.76298
1900,38.76704
1901,41.22058
1902,38.77513
1903,38.77917
1904,38.78320
1905,38.78723
1906,38.79125
1907,38.79526
1908,38.79927
1909,38.80326
1910,38.80726
1911,38.81124
1912,38.81522
1913,38.81920
1914,38.82317
1915,38.82713
1916,38.83108
1917,38.83503
1918,38.83897
1919,38.84291
1920,38.84683
1921,38.85076
1922,38.85467
1923,38.85858
1924,38.86248
1925,38.86638
1926,38.87027
1927,38.87415
1928,38.87803
1929,38.88190
1930,38.88577
1931,38.88962
1932,38.89347
1933,38.89732
1934,38.90116
1935,38.90499
1936,38.90881
1937,38.91263
1938,38.91644
1939,38.92025
1940,38.92405
1941,38.92784
1942,38.93163
1943,38.93541
1944,38.93918
1945,38.94295
1946,38.94671
1947,38.95046
1948,38.95421
1949,38.95795
1950,38.96169
1951,38.96541
1952,38.96913
1953,38.97285
1954,38.97656
1955,38.98026
1956,38.98396
1957,38.98764
1958,38.99133
1959,38.99500
1960,38.99867
1961,39.00233
1962,39.00599
1963,39.00964
1964,39.01328
1965,39.01692
1966,39.02055
1967,39.02417
1968,39.02779
1969,39.03140
1970,39.03501
1971,39.03860
1972,39.04219
1973,39.04578
1974,39.04936
1975,39.05293
1976,39.05649
1977,39.06005
1978,39.06360
1979,39.06715
1980,39.07069
1981,39.07422
1982,39.07775
1983,39.08127
1984,39.08478
1985,39.08828
1986,39.09178
1987,39.09528
1988,39.09876
1989,39.10224
1990,39.10572
1991,39.10918
1992,39.11264
1993,39.11610
1994,39.11954
1995,39.12298
1996,39.12642
1997,39.12985
1998,39.13327
1999,39.13668
2000,39.14009
2001,47.69133
2002,39.14688
2003,39.15027
2004,39.15365
2005,39.15703
2006,39.16040
2007,39.16376
2008,39.16711
2009,39.17046
2010,39.17380
2011,39.17714
2012,39.18047
2013,39.18379
2014,39.18710
2015,39.19041
2016,39.19372
2017,39.19701
2018,39.20030
2019,39.20358
2020,39.20686
2021,39.21013
2022,39.21339
2023,39.21665
2024,39.21990
2025,39.22314
2026,39.22638
2027,39.22961
2028,39.23283
2029,39.23605
2030,39.23926
2031,39.24246
2032,39.24566
2033,39.24885
2034,39.25203
2035,39.25521
2036,39.25838
2037,39.26154
2038,39.26470
2039,39.26785
2040,39.27099
2041,39.27413
2042,39.27726
2043,39.28039
2044,39.28350
2045,39.28661
2046,39.28972
2047,39.29282
2048,39.29591
2049,39.29899
2050,39.30207
2051,39.30514
2052,39.30820
2053,39.31126
2054,39.31431
2055,39.31736
2056,39.32039
2057,39.32343
2058,39.32645
2059,39.32947
2060,39.33248
2061,39.33548
2062,39.33848
2063,39.34147
2064,39.34446
2065,39.34744
2066,39.35041
2067,39.35337
2068,39.35633
2069,39.35928
2070,39.36223
2071,39.36516
2072,39.36810
2073,39.37102
2074,39.37394
2075,39.37685
2076,39.37975
2077,39.38265
2078,39.38554
2079,39.38843
2080,39.39131
2081,39.39418
2082,39.39704
2083,39.39990
2084,39.40275
2085,39.40560
2086,39.40844
2087,39.41127
2088,39.41409
2089,39.41691
2090,39.41972
2091,39.42253
2092,39.42532
2093,39.42812
2094,39.43090
2095,39.43368
2096,39.43645
2097,39.43921
2098,39.44197
2099,39.44472
2100,39.44747
2101,43.00908
2102,39.45294
2103,39.45566
2104,39.45838
2105,39.46109
2106,39.46379
2107,39.46649
2108,39.46918
2109,39.47187
2110,39.47454
2111,39.47722
2112,39.47988
2113,39.48254
2114,39.48519
2115,39.48783
2116,39.49047
2117,39.49310
2118,39.49572
2119,39.49834
2120,39.50095
2121,39.50356
2122,39.50615
2123,39.50874
2124,39.51133
2125,39.51390
2126,39.51647
2127,39.51904
2128,39.52159
2129,39.52414
2130,39.52669
2131,39.52922
2132,39.53175
2133,39.53428
2134,39.53679
2135,39.53930
2136,39.54181
2137,39.54430
2138,39.54679
2139,39.54927
2140,39.55175
2141,39.55422
2142,39.55668
2143,39.55914
2144,39.56159
2145,39.56403
2146,39.56647
2147,39.56889
2148,39.57132
2149,39.57373
2150,39.57614
2151,39.57854
2152,39.58094
2153,39.58333
2154,39.58571
2155,39.58808
2156,39.59045
2157,39.59281
2158,39.59517
2159,39.59752
2160,39.59986
2161,39.60219
2162,39.60452
2163,39.60684
2164,39.60916
2165,39.61146
2166,39.61376
2167,39.61606
2168,39.61834
2169,39.62063
2170,39.62290
2171,39.62517
2172,39.62743
2173,39.62968
2174,39.63193
2175,39.63417
2176,39.63640
2177,39.63863
2178,39.64085
2179,39.64306
2180,39.64526
2181,39.64746
2182,39.64966
2183,39.65184
2184,39.65402
2185,39.65619
2186,39.65836
2187,39.66052
2188,39.66267
2189,39.66481
2190,39.66695
2191,39.66908
2192,39.67121
2193,39.67333
2194,39.67544
2195,39.67754
2196,39.67964
2197,39.68173
2198,39.68382
2199,39.68589
2200,39.68796
2201,33.72693
2202,39.69208
2203,39.69413
2204,39.69618
2205,39.69821
2206,39.70024
2207,39.70227
2208,39.70428
2209,39.70629
2210,39.70830
2211,39.71029
2212,39.71228
2213,39.71426
2214,39.71624
2215,39.71821
2216,39.72017
2217,39.72212
2218,39.72407
2219,39.72601
2220,39.72795
2221,39.72988
2222,39.73180
2223,39.73371
2224,39.73562
2225,39.73752
2226,39.73941
2227,39.74130
2228,39.74318
2229,39.74505
2230,39.74692
2231,39.74878
2232,39.75063
2233,39.75248
2234,39.75432
2235,39.75615
2236,39.75798
2237,39.75980
2238,39.76161
2239,39.76341
2240,39.76521
2241,39.76700
2242,39.76879
2243,39.77057
2244,39.77234
2245,39.77410
2246,39.77586
2247,39.77761
2248,39.77935
2249,39.78109
2250,39.78282
2251,39.78455
2252,39.78626
2253,39.78797
2254,39.78968
2255,39.79137
2256,39.79306
2257,39.79474
2258,39.79642
2259,39.79809
2260,39.79975
2261,39.80141
2262,39.80305
2263,39.80470
2264,39.80633
2265,39.80796
2266,39.80958
2267,39.81119
2268,39.81280
2269,39.81440
2270,39.81600
2271,39.81758
2272,39.81916
2273,39.82074
2274,39.82230
2275,39.82386
2276,39.82541
2277,39.82696
2278,39.82850
2279,39.83003
2280,39.83156
2281,39.83307
2282,39.83459
2283,39.83609
2284,39.83759
2285,39.83908
2286,39.84056
2287,39.84204
2288,39.84351
2289,39.84498
2290,39.84643
2291,39.84788
2292,39.84933
2293,39.85076
2294,39.85219
2295,39.85362
2296,39.85503
2297,39.85644
2298,39.85784
2299,39.85924
2300,39.86063
2301,38.06696
2302,39.86338
2303,39.86475
2304,39.86611
2305,39.86746
2306,39.86881
2307,39.87015
2308,39.87149
2309,39.87281
2310,39.87413
2311,39.87545
2312,39.87675
2313,39.87805
2314,39.87934
2315,39.88063
2316,39.88191
2317,39.88318
2318,39.88444
2319,39.88570
2320,39.88695
2321,39.88820
2322,39.88944
2323,39.89067
2324,39.89189
2325,39.89311
2326,39.89432
2327,39.89552
2328,39.89672
2329,39.89791
2330,39.89909
2331,39.90026
2332,39.90143
2333,39.90259
2334,39.90375
2335,39.90490
2336,39.90604
2337,39.90717
2338,39.90830
2339,39.90942
2340,39.91054
2341,39.91164
2342,39.91274
2343,39.91384
2344,39.91492
2345,39.91600
2346,39.91707
2347,39.91814
2348,39.91920
2349,39.92025
2350,39.92130
2351,39.92233
2352,39.92337
2353,39.92439
2354,39.92541
2355,39.92642
2356,39.92742
2357,39.92842
2358,39.92941
2359,39.93039
2360,39.93137
2361,39.93234
2362,39.93330
2363,39.93426
2364,39.93521
2365,39.93615
2366,39.93708
2367,39.93801
2368,39.93893
2369,39.93985
2370,39.94075
2371,39.94165
2372,39.94255
2373,39.94343
2374,39.94431
2375,39.94519
2376,39.94605
2377,39.94691
2378,39.94776
2379,39.94861
2380,39.94945
2381,39.95028
2382,39.95111
2383,39.95192
2384,39.95273
2385,39.95354
2386,39.95434
2387,39.95513
2388,39.95591
2389,39.95669
2390,39.95746
2391,39.95822
2392,39.95897
2393,39.95972
2394,39.96047
2395,39.96120
2396,39.96193
2397,39.96265
2398,39.96337
2399,39.96407
2400,39.96477
2401,30.59573
2402,39.96615
2403,39.96683
2404,39.96751
2405,39.96817
2406,39.96883
2407,39.96949
2408,39.97013
2409,39.97077
2410,39.97140
2411,39.97203
2412,39.97265
2413,39.97326
2414,39.97386
2415,39.97446
2416,39.97505
2417,39.97563
2418,39.97621
2419,39.97678
2420,39.97734
2421,39.97790
2422,39.97845
2423,39.97899
2424,39.97952
2425,39.98005
2426,39.98057
2427,39.98109
2428,39.98159
2429,39.98210
2430,39.98259
2431,39.98308
2432,39.98356
2433,39.98403
2434,39.98450
2435,39.98495
2436,39.98541
2437,39.98585
2438,39.98629
2439,39.98672
2440,39.98715
2441,39.98757
2442,39.98798
2443,39.98838
2444,39.98878
2445,39.98917
2446,39.98955
2447,39.98993
2448,39.99030
2449,39.99066
2450,39.99102
2451,39.99136
2452,39.99171
2453,39.99204
2454,39.99237
2455,39.99269
2456,39.99301
2457,39.99331
2458,39.99361
2459,39.99391
2460,39.99419
2461,39.99447
2462,39.99475
2463,39.99501
2464,39.99527
2465,39.99552
2466,39.99577
2467,39.99601
2468,39.99624
2469,39.99646
2470,39.99668
2471,39.99689
2472,39.99709
2473,39.99729
2474,39.99748
2475,39.99766
2476,39.99784
2477,39.99801
2478,39.99817
2479,39.99833
2480,39.99848
2481,39.99862
2482,39.99875
2483,39.99888
2484,39.99900
2485,39.99912
2486,39.99922
2487,39.99932
2488,39.99942
2489,39.99950
2490,39.99958
2491,39.99965
2492,39.99972
2493,39.99978
2494,39.99983
2495,39.99988
2496,39.99991
2497,39.99994
2498,39.99997
2499,39.99999
2500,40.00000
2501,42.85148
2502,40.00000
2503,39.99999
2504,39.99997
2505,39.99994
2506,39.99991
2507,39.99988
2508,39.99983
2509,39.99978
2510,39.99972
2511,39.99965
2512,39.99958
2513,39.99950
2514,39.99942
2515,39.99932
2516,39.99922
2517,39.99912
2518,39.99900
2519,39.99888
2520,39.99875
2521,39.99862
2522,39.99848
2523,39.99833
2524,39.99817
2525,39.99801
2526,39.99784
2527,39.99766
2528,39.99748
2529,39.99729
2530,39.99709
2531,39.99689
2532,39.99668
2533,39.99646
2534,39.99624
2535,39.99601
2536,39.99577
2537,39.99552
2538,39.99527
2539,39.99501
2540,39.99475
2541,39.99447
2542,39.99419
2543,39.99391
2544,39.99361
2545,39.99331
2546,39.99301
2547,39.99269
2548,39.99237
2549,39.99204
2550,39.99171
2551,39.99136
2552,39.99102
2553,39.99066
2554,39.99030
2555,39.98993
2556,39.98955
2557,39.98917
2558,39.98878
2559,39.98838
2560,39.98798
2561,39.98757
2562,39.98715
2563,39.98672
2564,39.98629
2565,39.98585
2566,39.98541
2567,39.98495
2568,39.98450
2569,39.98403
2570,39.98356
2571,39.98308
2572,39.98259
2573,39.98210
2574,39.98159
2575,39.98109
2576,39.98057
2577,39.98005
2578,39.97952
2579,39.97899
2580,39.97845
2581,39.97790
2582,39.97734
2583,39.97678
2584,39.97621
2585,39.97563
2586,39.97505
2587,39.97446
2588,39.97386
2589,39.97326
2590,39.97265
2591,39.97203
2592,39.97140
2593,39.97077
2594,39.97013
2595,39.96949
2596,39.96883
2597,39.96817
2598,39.96751
2599,39.96683
2600,39.96615
2601,44.84461
2602,39.96477
2603,39.96407
2604,39.96337
2605,39.96265
2606,39.96193
2607,39.96120
2608,39.96047
2609,39.95972
2610,39.95897
2611,39.95822
2612,39.95746
2613,39.95669
2614,39.95591
2615,39.95513
2616,39.95434
2617,39.95354
2618,39.95273
2619,39.95192
2620,39.95111
2621,39.95028
2622,39.94945
2623,39.94861
2624,39.94776
2625,39.94691
2626,39.94605
2627,39.94519
2628,39.94431
2629,39.94343
2630,39.94255
2631,39.94165
2632,39.94075
2633,39.93985
2634,39.93893
2635,39.93801
2636,39.93708
2637,39.93615
2638,39.93521
2639,39.93426
2640,39.93330
2641,39.93234
2642,39.93137
2643,39.93039
2644,39.92941
2645,39.92842
2646,39.92742
2647,39.92642
2648,39.92541
2649,39.92439
2650,39.92337
2651,39.92233
2652,39.92130
2653,39.92025
2654,39.91920
2655,39.91814
2656,39.91707
2657,39.91600
2658,39.91492
2659,39.91384
2660,39.91274
2661,39.91164
2662,39.91054
2663,39.90942
2664,39.90830
2665,39.90717
2666,39.90604
2667,39.90490
2668,39.90375
2669,39.90259
2670,39.90143
2671,39.90026
2672,39.89909
2673,39.89791
2674,39.89672
2675,39.89552
2676,39.89432
2677,39.89311
2678,39.89189
2679,39.89067
2680,39.88944
2681,39.88820
2682,39.88695
2683,39.88570
2684,39.88444
2685,39.88318
2686,39.88191
2687,39.88063
2688,39.87934
2689,39.87805
2690,39.87675
2691,39.87545
2692,39.87413
2693,39.87281
2694,39.87149
2695,39.87015
2696,39.86881
2697,39.86746
2698,39.86611
2699,39.86475
2700,39.86338
2701,43.67825
2702,39.86063
2703,39.85924
2704,39.85784
2705,39.85644
2706,39.85503
2707,39.85362
2708,39.85219
2709,39.85076
2710,39.84933
2711,39.84788
2712,39.84643
2713,39.84498
2714,39.84351
2715,39.84204
2716,39.84056
2717,39.83908
2718,39.83759
2719,39.83609
2720,39.83459
2721,39.83307
2722,39.83156
2723,39.83003
2724,39.82850
2725,39.82696
2726,39.82541
2727,39.82386
2728,39.82230
2729,39.82074
2730,39.81916
2731,39.81758
2732,39.81600
2733,39.81440
2734,39.81280
2735,39.81119
2736,39.80958
2737,39.80796
2738,39.80633
2739,39.80470
2740,39.80305
2741,39.80141
2742,39.79975
2743,39.79809
2744,39.79642
2745,39.79474
2746,39.79306
2747,39.79137
2748,39.78968
2749,39.78797
2750,39.78626
2751,39.78455
2752,39.78282
2753,39.78109
2754,39.77935
2755,39.77761
2756,39.77586
2757,39.77410
2758,39.77234
2759,39.77057
2760,39.76879
2761,39.76700
2762,39.76521
2763,39.76341
2764,39.76161
2765,39.75980
2766,39.75798
2767,39.75615
2768,39.75432
2769,39.75248
2770,39.75063
2771,39.74878
2772,39.74692
2773,39.74505
2774,39.74318
2775,39.74130
2776,39.73941
2777,39.73752
2778,39.73562
2779,39.73371
2780,39.73180
2781,39.72988
2782,39.72795
2783,39.72601
2784,39.72407
2785,39.72212
2786,39.72017
2787,39.71821
2788,39.71624
2789,39.71426
2790,39.71228
2791,39.71029
2792,39.70830
2793,39.70629
2794,39.70428
2795,39.70227
2796,39.70024
2797,39.69821
2798,39.69618
2799,39.69413
2800,39.69208
2801,39.27607
2802,39.68796
2803,39.68589
2804,39.68382
2805,39.68173
2806,39.67964
2807,39.67754
2808,39.67544
2809,39.67333
2810,39.67121
2811,39.66908
2812,39.66695
2813,39.66481
2814,39.66267
2815,39.66052
2816,39.65836
2817,39.65619
2818,39.65402
2819,39.65184
2820,39.64966
2821,39.64746
2822,39.64526
2823,39.64306
2824,39.64085
2825,39.63863
2826,39.63640
2827,39.63417
2828,39.63193
2829,39.62968
2830,39.62743
2831,39.62517
2832,39.62290
2833,39.62063
2834,39.61834
2835,39.61606
2836,39.61376
2837,39.61146
2838,39.60916
2839,39.60684
2840,39.60452
2841,39.60219
2842,39.59986
2843,39.59752
2844,39.59517
2845,39.59281
2846,39.59045
2847,39.58808
2848,39.58571
2849,39.58333
2850,39.58094
2851,39.57854
2852,39.57614
2853,39.57373
2854,39.57132
2855,39.56889
2856,39.56647
2857,39.56403
2858,39.56159
2859,39.55914
2860,39.55668
2861,39.55422
2862,39.55175
2863,39.54927
2864,39.54679
2865,39.54430
2866,39.54181
2867,39.53930
2868,39.53679
2869,39.53428
2870,39.53175
2871,39.52922
2872,39.52669
2873,39.52414
2874,39.52159
2875,39.51904
2876,39.51647
2877,39.51390
2878,39.51133
2879,39.50874
2880,39.50615
2881,39.50356
2882,39.50095
2883,39.49834
2884,39.49572
2885,39.49310
2886,39.49047
2887,39.48783
2888,39.48519
2889,39.48254
2890,39.47988
2891,39.47722
2892,39.47454
2893,39.47187
2894,39.46918
2895,39.46649
2896,39.46379
2897,39.46109
2898,39.45838
2899,39.45566
2900,39.45294
2901,42.03075
2902,39.44747
2903,39.44472
2904,39.44197
2905,39.43921
2906,39.43645
2907,39.43368
2908,39.43090
2909,39.42812
2910,39.42532
2911,39.42253
2912,39.41972
2913,39.41691
2914,39.41409
2915,39.41127
2916,39.40844
2917,39.40560
2918,39.40275
2919,39.39990
2920,39.39704
2921,39.39418
2922,39.39131
2923,39.38843
2924,39.38554
2925,39.38265
2926,39.37975
2927,39.37685
2928,39.37394
2929,39.37102
2930,39.36810
2931,39.36516
2932,39.36223
2933,39.35928
2934,39.35633
2935,39.35337
2936,39.35041
2937,39.34744
2938,39.34446
2939,39.34147
2940,39.33848
2941,39.33548
2942,39.33248
2943,39.32947
2944,39.32645
2945,39.32343
2946,39.32039
2947,39.31736
2948,39.31431
2949,39.31126
2950,39.30820
2951,39.30514
2952,39.30207
2953,39.29899
2954,39.29591
2955,39.29282
2956,39.28972
2957,39.28661
2958,39.28350
2959,39.28039
2960,39.27726
2961,39.27413
2962,39.27099
2963,39.26785
2964,39.26470
2965,39.26154
2966,39.25838
2967,39.25521
2968,39.25203
2969,39.24885
2970,39.24566
2971,39.24246
2972,39.23926
2973,39.23605
2974,39.23283
2975,39.22961
2976,39.22638
2977,39.22314
2978,39.21990
2979,39.21665
2980,39.21339
2981,39.21013
2982,39.20686
2983,39.20358
2984,39.20030
2985,39.19701
2986,39.19372
2987,39.19041
2988,39.18710
2989,39.18379
2990,39.18047
2991,39.17714
2992,39.17380
2993,39.17046
2994,39.16711
2995,39.16376
2996,39.16040
2997,39.15703
2998,39.15365
2999,39.15027
3000,39.14688
3001,30.36504
3002,39.14009
3003,39.13668
3004,39.13327
3005,39.12985
3006,39.12642
3007,39.12298
3008,39.11954
3009,39.11610
3010,39.11264
3011,39.10918
3012,39.10572
3013,39.10224
3014,39.09876
3015,39.09528
3016,39.09178
3017,39.08828
3018,39.08478
3019,39.08127
3020,39.07775
3021,39.07422
3022,39.07069
3023,39.06715
3024,39.06360
3025,39.06005
3026,39.05649
3027,39.05293
3028,39.04936
3029,39.04578
3030,39.04219
3031,39.03860
3032,39.03501
3033,39.03140
3034,39.02779
3035,39.02417
3036,39.02055
3037,39.01692
3038,39.01328
3039,39.00964
3040,39.00599
3041,39.00233
3042,38.99867
3043,38.99500
3044,38.99133
3045,38.98764
3046,38.98396
3047,38.98026
3048,38.97656
3049,38.97285
3050,38.96913
3051,38.96541
3052,38.96169
3053,38.95795
3054,38.95421
3055,38.95046
3056,38.94671
3057,38.94295
3058,38.93918
3059,38.93541
3060,38.93163
3061,38.92784
3062,38.92405
3063,38.92025
3064,38.91644
3065,38.91263
3066,38.90881
3067,38.90499
3068,38.90116
3069,38.89732
3070,38.89347
3071,38.88962
3072,38.88577
3073,38.88190
3074,38.87803
3075,38.87415
3076,38.87027
3077,38.86638
3078,38.86248
3079,38.85858
3080,38.85467
3081,38.85076
3082,38.84683
3083,38.84291
3084,38.83897
3085,38.83503
3086,38.83108
3087,38.82713
3088,38.82317
3089,38.81920
3090,38.81522
3091,38.81124
3092,38.80726
3093,38.80326
3094,38.79927
3095,38.79526
3096,38.79125
3097,38.78723
3098,38.78320
3099,38.77917
3100,38.77513
3101,39.42323
3102,38.76704
3103,38.76298
3104,38.75892
3105,38.75485
3106,38.75077
3107,38.74669
3108,38.74260
3109,38.73850
3110,38.73440
3111,38.73029
3112,38.72618
3113,38.72205
3114,38.71793
3115,38.71379
3116,38.70965
3117,38.70550
3118,38.70135
3119,38.69719
3120,38.69302
3121,38.68885
3122,38.68467
3123,38.68049
3124,38.67629
3125,38.67210
3126,38.66789
3127,38.66368
3128,38.65946
3129,38.65524
3130,38.65101
3131,38.64677
3132,38.64253
3133,38.63828
3134,38.63403
3135,38.62976
3136,38.62549
3137,38.62122
3138,38.61694
3139,38.61265
3140,38.60836
3141,38.60406
3142,38.59975
3143,38.59544
3144,38.59112
3145,38.58679
3146,38.58246
3147,38.57812
3148,38.57378
3149,38.56943
3150,38.56507
3151,38.56071
3152,38.55634
3153,38.55196
3154,38.54758
3155,38.54319
3156,38.53879
3157,38.53439
3158,38.52998
3159,38.52557
3160,38.52115
3161,38.51672
3162,38.51229
3163,38.50785
3164,38.50340
3165,38.49895
3166,38.49449
3167,38.49003
3168,38.48555
3169,38.48108
3170,38.47659
3171,38.47210
3172,38.46761
3173,38.46310
3174,38.45859
3175,38.45408
3176,38.44956
3177,38.44503
3178,38.44050
3179,38.43595
3180,38.43141
3181,38.42685
3182,38.42230
3183,38.41773
3184,38.41316
3185,38.40858
3186,38.40399
3187,38.39940
3188,38.39481
3189,38.39020
3190,38.38559
3191,38.38098
3192,38.37636
3193,38.37173
3194,38.36709
3195,38.36245
3196,38.35780
3197,38.35315
3198,38.34849
3199,38.34382
3200,38.33915
3201,38.82378
3202,38.32979
3203,38.32510
3204,38.32040
3205,38.31570
3206,38.31099
3207,38.30627
3208,38.30155
3209,38.29682
3210,38.29209
3211,38.28734
3212,38.28260
3213,38.27784
3214,38.27308
3215,38.26832
3216,38.26355
3217,38.25877
3218,38.25398
3219,38.24919
3220,38.24440
3221,38.23959
3222,38.23478
3223,38.22997
3224,38.22514
3225,38.22032
3226,38.21548
3227,38.21064
3228,38.20580
3229,38.20094
3230,38.19608
3231,38.19122
3232,38.18635
3233,38.18147
3234,38.17659
3235,38.17170
3236,38.16680
3237,38.16190
3238,38.15699
3239,38.15207
3240,38.14715
3241,38.14222
3242,38.13729
3243,38.13235
3244,38.12741
3245,38.12245
3246,38.11750
3247,38.11253
3248,38.10756
3249,38.10259
3250,38.09760
3251,38.09261
3252,38.08762
3253,38.08262
3254,38.07761
3255,38.07260
3256,38.06758
3257,38.06255
3258,38.05752
3259,38.05248
3260,38.04744
3261,38.04239
3262,38.03733
3263,38.03227
3264,38.02720
3265,38.02213
3266,38.01704
3267,38.01196
3268,38.00686
3269,38.00176
3270,37.99666
3271,37.99155
3272,37.98643
3273,37.98131
3274,37.97618
3275,37.97104
3276,37.96590
3277,37.96075
3278,37.95560
3279,37.95044
3280,37.94527
3281,37.94010
3282,37.93492
3283,37.92973
3284,37.92454
3285,37.91935
3286,37.91414
3287,37.90893
3288,37.90372
3289,37.89850
3290,37.89327
3291,37.88804
3292,37.88280
3293,37.87755
3294,37.87230
3295,37.86704
3296,37.86178
3297,37.85651
3298,37.85123
3299,37.84595
3300,37.84066
3301,41.65920
3302,37.83007
3303,37.82476
3304,37.81945
3305,37.81413
3306,37.80881
3307,37.80348
3308,37.79814
3309,37.79280
3310,37.78745
3311,37.78209
3312,37.77673
3313,37.77137
3314,37.76599
3315,37.76061
3316,37.75523
3317,37.74984
3318,37.74444
3319,37.73904
3320,37.73363
3321,37.72822
3322,37.72279
3323,37.71737
3324,37.71194
3325,37.70650
3326,37.70105
3327,37.69560
3328,37.69014
3329,37.68468
3330,37.67921
3331,37.67374
3332,37.66826
3333,37.66277
3334,37.65728
3335,37.65178
3336,37.64627
3337,37.64076
3338,37.63525
3339,37.62972
3340,37.62419
3341,37.61866
3342,37.61312
3343,37.60757
3344,37.60202
3345,37.59646
3346,37.59090
3347,37.58533
3348,37.57975
3349,37.57417
3350,37.56858
3351,37.56299
3352,37.55739
3353,37.55178
3354,37.54617
3355,37.54055
3356,37.53493
3357,37.52930
3358,37.52366
3359,37.51802
3360,37.51237
3361,37.50672
3362,37.50106
3363,37.49539
3364,37.48972
3365,37.48404
3366,37.47836
3367,37.47267
3368,37.46698
3369,37.46127
3370,37.45557
3371,37.44986
3372,37.44414
3373,37.43841
3374,37.43268
3375,37.42695
3376,37.42120
3377,37.41545
3378,37.40970
3379,37.40394
3380,37.39818
3381,37.39240
3382,37.38663
3383,37.38084
3384,37.37505
3385,37.36926
3386,37.36346
3387,37.35765
3388,37.35184
3389,37.34602
3390,37.34019
3391,37.33436
3392,37.32853
3393,37.32269
3394,37.31684
3395,37.31098
3396,37.30512
3397,37.29926
3398,37.29339
3399,37.28751
3400,37.28163
3401,44.39810
3402,37.26984
3403,37.26394
3404,37.25804
3405,37.25213
3406,37.24621
3407,37.24028
3408,37.23435
3409,37.22842
3410,37.22248
3411,37.21653
3412,37.21058
3413,37.20462
3414,37.19865
3415,37.19268
3416,37.18671
3417,37.18073
3418,37.17474
3419,37.16874
3420,37.16275
3421,37.15674
3422,37.15073
3423,37.14471
3424,37.13869
3425,37.13266
3426,37.12663
3427,37.12059
3428,37.11454
3429,37.10849
3430,37.10244
3431,37.09637
3432,37.09030
3433,37.08423
3434,37.07815
3435,37.07206
3436,37.06597
3437,37.05987
3438,37.05377
3439,37.04766
3440,37.04155
3441,37.03543
3442,37.02930
3443,37.02317
3444,37.01703
3445,37.01089
3446,37.00474
3447,36.99859
3448,36.99243
3449,36.98626
3450,36.98009
3451,36.97391
3452,36.96773
3453,36.96154
3454,36.95534
3455,36.94914
3456,36.94294
3457,36.93672
3458,36.93051
3459,36.92428
3460,36.91806
3461,36.91182
3462,36.90558
3463,36.89933
3464,36.89308
3465,36.88683
3466,36.88056
3467,36.87429
3468,36.86802
3469,36.86174
3470,36.85545
3471,36.84916
3472,36.84286
3473,36.83656
3474,36.83025
3475,36.82394
3476,36.81762
3477,36.81129
3478,36.80496
3479,36.79863
3480,36.79228
3481,36.78594
3482,36.77958
3483,36.77322
3484,36.76686
3485,36.76049
3486,36.75411
3487,36.74773
3488,36.74134
3489,36.73495
3490,36.72855
3491,36.72215
3492,36.71574
3493,36.70932
3494,36.70290
3495,36.69647
3496,36.69004
3497,36.68360
3498,36.67716
3499,36.67071
3500,36.66426
3501,42.20334
3502,36.65133
3503,36.64486
3504,36.63838
3505,36.63190
3506,36.62541
3507,36.61892
3508,36.61242
3509,36.60591
3510,36.59940
3511,36.59289
3512,36.58637
3513,36.57984
3514,36.57331
3515,36.56677
3516,36.56022
3517,36.55368
3518,36.54712
3519,36.54056
3520,36.53399
3521,36.52742
3522,36.52085
3523,36.51426
3524,36.50767
3525,36.50108
3526,36.49448
3527,36.48788
3528,36.48127
3529,36.47465
3530,36.46803
3531,36.46140
3532,36.45477
3533,36.44813
3534,36.44149
3535,36.43484
3536,36.42819
3537,36.42153
3538,36.41486
3539,36.40819
3540,36.40151
3541,36.39483
3542,36.38814
3543,36.38145
3544,36.37475
3545,36.36805
3546,36.36134
3547,36.35463
3548,36.34791
3549,36.34118
3550,36.33445
3551,36.32771
3552,36.32097
3553,36.31422
3554,36.30747
3555,36.30071
3556,36.29395
3557,36.28718
3558,36.28040
3559,36.27362
3560,36.26684
3561,36.26005
3562,36.25325
3563,36.24645
3564,36.23964
3565,36.23283
3566,36.22601
3567,36.21919
3568,36.21236
3569,36.20552
3570,36.19868
3571,36.19184
3572,36.18499
3573,36.17813
3574,36.17127
3575,36.16440
3576,36.15753
3577,36.15065
3578,36.14377
3579,36.13688
3580,36.12999
3581,36.12309
3582,36.11619
3583,36.10928
3584,36.10236
3585,36.09544
3586,36.08851
3587,36.08158
3588,36.07465
3589,36.06770
3590,36.06076
3591,36.05380
3592,36.04685
3593,36.03988
3594,36.03291
3595,36.02594
3596,36.01896
3597,36.01197
3598,36.00498
3599,35.99799
3600,35.99099
3601,39.96654
3602,35.97697
3603,35.96995
3604,35.96293
3605,35.95590
3606,35.94887
3607,35.94183
3608,35.93479
3609,35.92774
3610,35.92069
3611,35.91363
3612,35.90656
3613,35.89949
3614,35.89242
3615,35.88534
3616,35.87825
3617,35.87116
3618,35.86406
3619,35.85696
3620,35.84986
3621,35.84274
3622,35.83563
